day,conversion_type,channel,segment,tactic,lookup_type,spend,impressions,clicks
11/21/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,83435.23,5188182,40000
11/21/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,3464.47,158462,854
11/21/20,New Buyers,Social,Prospects,Snapchat,Snapchat,8667.172883,2575828,0
11/22/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1186.71,2656,344
11/22/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/22/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,753.1825677,0,0
11/22/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,221.1762036,0,0
11/22/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,879.29,264040,2976
11/22/20,New Buyers,Search,Customers,Google - Search - Brand,Google,204.3,1422,471
11/22/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,365.95,2512,1186
11/22/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,12327.73,67819,5220
11/22/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,4498.386684,14907,556
11/22/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,78459.08,5173752,38234
11/22/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,3320.14,172386,836
11/22/20,New Buyers,Social,Prospects,Snapchat,Snapchat,9662.83636,3009432,0
11/23/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1050.56,2087,299
11/23/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/23/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,937.7288347,0,0
11/23/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,300.7111377,0,0
11/23/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1029.57,265499,2962
11/23/20,New Buyers,Search,Customers,Google - Search - Brand,Google,224.87,1771,512
11/23/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,439.37,3131,1387
11/23/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,15430.13,70741,5610
11/23/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3304.217123,11887,400
11/23/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,74300.42,4829602,30080
11/23/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,4327.37,236234,870
11/23/20,New Buyers,Social,Prospects,Snapchat,Snapchat,12319.916,4041466,0
11/24/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,998.49,2463,286
11/24/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/24/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1079.529235,0,0
11/24/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,455.7135389,0,0
11/24/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1033.69,327072,3572
11/24/20,New Buyers,Search,Customers,Google - Search - Brand,Google,300.81,1940,567
11/24/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,565.36,3458,1513
11/24/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,16037.96,44716,4496
11/24/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3602.4,11987,425
11/24/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,48797.28,3055610,21176
11/24/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5453.7,272114,1096
11/24/20,New Buyers,Social,Prospects,Snapchat,Snapchat,15381.63089,4524659,0
11/25/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,2717.84,3556,527
11/25/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/25/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1287.773601,0,0
11/25/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,485.383006,0,0
11/25/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1204.34,389053,4616
11/25/20,New Buyers,Search,Customers,Google - Search - Brand,Google,365.52,2588,759
11/25/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,665.46,4203,1867
11/25/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,12739.07,35022,4357
11/25/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,6434.12,15814,745
11/25/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,36963.55,2030186,17888
11/25/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5807.99,272892,824
11/25/20,New Buyers,Social,Prospects,Snapchat,Snapchat,14165.15194,4128504,0
11/26/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,2144.91,3520,455
11/26/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/26/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,778.9987677,0,0
11/26/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,299.6911377,0,0
11/26/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,665.51,302914,3663
11/26/20,New Buyers,Search,Customers,Google - Search - Brand,Google,222.68,1392,473
11/26/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,451.19,2494,1204
11/26/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,7684.41,21946,2979
11/26/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,8906.5,19842,1048
11/26/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,51181.39,2830870,30720
11/26/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,6842.35,340534,1580
11/26/20,New Buyers,Social,Prospects,Snapchat,Snapchat,28626.53018,8172521,0
11/27/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1728.03,2338,373
11/27/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/27/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,690.0037677,0,0
11/27/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,287.4872719,0,0
11/27/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,663.05,222648,2637
11/27/20,New Buyers,Search,Customers,Google - Search - Brand,Google,279.93,1679,545
11/27/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,476.93,2577,1237
11/27/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,6220.26,20436,2498
11/27/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,6017.24,12974,687
11/27/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,61183.8,4543530,24036
11/27/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,7707.24,332020,1286
11/27/20,New Buyers,Social,Prospects,Snapchat,Snapchat,21684.8089,5498762,0
11/28/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,2022.08,2622,423
11/28/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/28/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,800.4607341,0,0
11/28/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,261.6145377,0,0
11/28/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,725.23,248992,2804
11/28/20,New Buyers,Search,Customers,Google - Search - Brand,Google,280.85,1636,514
11/28/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,520.19,2630,1328
11/28/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,8883.67,25766,3204
11/28/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,4721.337729,11063,648
11/28/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,59672.19,2815698,25670
11/28/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5855.6,251742,1484
11/28/20,New Buyers,Social,Prospects,Snapchat,Snapchat,15121.18458,3984542,0
11/29/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1248.67,2076,271
11/29/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/29/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,656.2327341,0,0
11/29/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,261.9852371,0,0
11/29/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,791.04,214321,2433
11/29/20,New Buyers,Search,Customers,Google - Search - Brand,Google,129.26,983,317
11/29/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,336.71,1996,965
11/29/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,5570.91,20853,2265
11/29/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,5314.673849,14401,608
11/29/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,57577.77,2979442,26484
11/29/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5205.94,224222,1388
11/29/20,New Buyers,Social,Prospects,Snapchat,Snapchat,10916.97269,2906059,0
11/30/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1043.2,1790,196
11/30/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
11/30/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,122.4384671,0,0
11/30/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,132.0873689,0,0
11/30/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1067.19,217263,2449
11/30/20,New Buyers,Search,Customers,Google - Search - Brand,Google,209.51,1485,462
11/30/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,392.39,2688,1172
11/30/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,8194.19,25622,2842
11/30/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3992.263344,11846,450
11/30/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,38339.64,1787422,15260
11/30/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,3522.7,113648,632
11/30/20,New Buyers,Social,Prospects,Snapchat,Snapchat,14531.23699,3390546,0
12/1/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1026.96,1571,208
12/1/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/1/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,898.8280682,0,0
12/1/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,295.0680765,0,0
12/1/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,987.55,236365,2674
12/1/20,New Buyers,Search,Customers,Google - Search - Brand,Google,238.55,1602,468
12/1/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,474.98,2979,1275
12/1/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,8610.97,25484,2994
12/1/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3846.25,11060,472
12/1/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,43486.14,2409966,22750
12/1/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,3512.37,138946,690
12/1/20,New Buyers,Social,Prospects,Snapchat,Snapchat,12437.6823,3116554,0
12/2/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1185.61,1666,223
12/2/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/2/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1085.362602,0,0
12/2/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,314.119613,0,0
12/2/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1869.73,401046,4454
12/2/20,New Buyers,Search,Customers,Google - Search - Brand,Google,196.94,1595,426
12/2/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,467.72,3165,1399
12/2/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,9305.27,27537,3232
12/2/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,4355.5,10761,514
12/2/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,50539.96,2852168,27014
12/2/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,3775.9,177196,770
12/2/20,New Buyers,Social,Prospects,Snapchat,Snapchat,12524.81153,3163306,0
12/3/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1352.48,1950,251
12/3/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/3/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1422.778602,0,0
12/3/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,356.6903448,0,0
12/3/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1804.56,371704,3825
12/3/20,New Buyers,Search,Customers,Google - Search - Brand,Google,280.14,1944,542
12/3/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,620.96,3473,1536
12/3/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,9746.84,27796,3347
12/3/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,4409.61,11265,533
12/3/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,56794.59,3277092,25622
12/3/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,4464.51,244716,1044
12/3/20,New Buyers,Social,Prospects,Snapchat,Snapchat,8704.096806,2348239,0
12/4/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,2244.26,3156,432
12/4/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/4/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1226.470935,0,0
12/4/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,430.5556789,0,0
12/4/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,2104.42,436214,4720
12/4/20,New Buyers,Search,Customers,Google - Search - Brand,Google,467.8,2778,860
12/4/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,1269.8,6358,2896
12/4/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,14117.67,38918,5202
12/4/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,5959.54,13415,726
12/4/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,57105.95,3144162,26328
12/4/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5351.05,359398,924
12/4/20,New Buyers,Social,Prospects,Snapchat,Snapchat,8679.938988,1986601,0
12/5/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,2712.68,3494,551
12/5/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/5/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1909.349202,0,0
12/5/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,463.5011483,0,0
12/5/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,1679.15,475542,4936
12/5/20,New Buyers,Search,Customers,Google - Search - Brand,Google,437.27,2570,772
12/5/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,882.82,4133,1925
12/5/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,12314.93,36929,4716
12/5/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,7629.674981,15155,938
12/5/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,60025.99,3254232,30808
12/5/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5367.8,363928,1004
12/5/20,New Buyers,Social,Prospects,Snapchat,Snapchat,9613.053867,3695390,0
12/6/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1756.83,2071,337
12/6/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/6/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1364.710002,0,0
12/6/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,262.3189424,0,0
12/6/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,2116.13,480522,4633
12/6/20,New Buyers,Search,Customers,Google - Search - Brand,Google,211.77,1464,470
12/6/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,467.72,2833,1273
12/6/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,8542.61,30459,3370
12/6/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,4591.349009,13316,601
12/6/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,57327.08,3201970,32430
12/6/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5096.51,317342,1106
12/6/20,New Buyers,Social,Prospects,Snapchat,Snapchat,17961.31768,7875230,0
12/7/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1556.49,1888,279
12/7/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/7/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1303.918002,0,0
12/7/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,509.2221471,0,0
12/7/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,3560.13,588163,5728
12/7/20,New Buyers,Search,Customers,Google - Search - Brand,Google,253.4,1763,572
12/7/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,554.84,3811,1562
12/7/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,11626.14,38194,4136
12/7/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3338.971971,9633,447
12/7/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,51247.89,2885712,22104
12/7/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,4985.11,286432,796
12/7/20,New Buyers,Social,Prospects,Snapchat,Snapchat,9895.417406,2888405,0
12/8/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1901.91,2100,345
12/8/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/8/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1574.525535,0,0
12/8/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,461.3989459,0,0
12/8/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,4059.3,656852,6756
12/8/20,New Buyers,Search,Customers,Google - Search - Brand,Google,351.49,2070,668
12/8/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,702.41,4283,1863
12/8/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,11858.68,39514,4536
12/8/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3154.01247,8808,434
12/8/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,53758.35,2897524,28114
12/8/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,5524.72,326340,878
12/8/20,New Buyers,Social,Prospects,Snapchat,Snapchat,11890.43631,3303892,0
12/9/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1677.9,2191,315
12/9/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/9/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,2015.538336,0,0
12/9/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,561.6950154,0,0
12/9/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,3643.05,655461,6732
12/9/20,New Buyers,Search,Customers,Google - Search - Brand,Google,333.71,2237,734
12/9/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,609.51,4591,2016
12/9/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,13668.76,46699,5098
12/9/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3449.467094,9662,464
12/9/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,59807.36,3073010,26842
12/9/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,7273.81,419034,1184
12/9/20,New Buyers,Social,Prospects,Snapchat,Snapchat,13747.34214,3538720,0
12/10/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1740.12,2280,325
12/10/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/10/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1893.345402,0,0
12/10/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,591.549413,0,0
12/10/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,3244.23,621351,6244
12/10/20,New Buyers,Search,Customers,Google - Search - Brand,Google,395.88,2571,770
12/10/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,806.5,5082,2252
12/10/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,17086.51,56610,5937
12/10/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,4359.00491,13758,541
12/10/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,63057.1,3365360,30380
12/10/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,7065.33,403850,1212
12/10/20,New Buyers,Social,Prospects,Snapchat,Snapchat,20920.11707,5286827,0
12/11/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,2249.06,3320,444
12/11/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/11/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,2626.828405,0,0
12/11/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,859.0102165,0,0
12/11/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,2774.49,569478,6228
12/11/20,New Buyers,Search,Customers,Google - Search - Brand,Google,544.03,3155,1029
12/11/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,1040.68,6152,2743
12/11/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,19702.97,63829,6970
12/11/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,6312.21,15744,808
12/11/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,53328.52,3022496,17926
12/11/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,8524.21,529928,1228
12/11/20,New Buyers,Social,Prospects,Snapchat,Snapchat,31009.71093,7098476,0
12/12/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,3157.33,3935,628
12/12/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/12/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,2318.694069,0,0
12/12/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,567.783413,0,0
12/12/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,2774.53,648671,6941
12/12/20,New Buyers,Search,Customers,Google - Search - Brand,Google,524.63,3059,962
12/12/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,1021.33,5090,2536
12/12/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,16884.06,63765,6579
12/12/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,7663.761553,20287,971
12/12/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,65810.11,3632056,22258
12/12/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,10108.66,669352,1714
12/12/20,New Buyers,Social,Prospects,Snapchat,Snapchat,28195.31173,6209949,0
12/13/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,2121.66,2881,424
12/13/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/13/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,1937.314536,0,0
12/13/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,474.9690142,0,0
12/13/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,3268.91,656387,6916
12/13/20,New Buyers,Search,Customers,Google - Search - Brand,Google,265.05,2017,634
12/13/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,539.36,3559,1712
12/13/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,13435.91,54785,5374
12/13/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,5295.33,17539,729
12/13/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,42668.89,2446006,21550
12/13/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,9921.62,624928,1820
12/13/20,New Buyers,Social,Prospects,Snapchat,Snapchat,20047.70208,4289779,0
12/14/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1449.48,1921,292
12/14/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/14/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,2831.679604,0,0
12/14/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,770.6073471,0,0
12/14/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,4811.41,776013,8255
12/14/20,New Buyers,Search,Customers,Google - Search - Brand,Google,360.01,2715,824
12/14/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,657.18,5422,2296
12/14/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,20736.35,69259,6961
12/14/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,4258.609212,13962,567
12/14/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,54861.23,3187726,23446
12/14/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,11309.39,732156,1486
12/14/20,New Buyers,Social,Prospects,Snapchat,Snapchat,15570.90967,3267584,0
12/15/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1473.6,2198,286
12/15/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/15/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,3413.499336,0,0
12/15/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,883.8778165,0,0
12/15/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,4549.27,791821,8452
12/15/20,New Buyers,Search,Customers,Google - Search - Brand,Google,475.22,3298,962
12/15/20,New Buyers,Search,Customers,Google - Search - Brand Nav,Google,840.62,6125,2670
12/15/20,New Buyers,Search,Prospects,Google - Search - NonBrand,Google,21576.54,74534,7625
12/15/20,New Buyers,Search,Prospects,Google - Search - UAC,AdWords Campaign Performance,3509.92,12452,507
12/15/20,New Buyers,Social,Prospects,Facebook - Prospecting,Facebook,60845.61,3455426,24688
12/15/20,New Buyers,Social,Prospects,Facebook GeistM - Prospecting,Facebook,12138.11,792512,1518
12/15/20,New Buyers,Social,Prospects,Snapchat,Snapchat,29329.47311,6293400,0
12/16/20,New Buyers,ASA,Customers,ASA - Core,Apple Search,1993.3,3010,421
12/16/20,New Buyers,ASA,Customers,ASA - Mining,Apple Search,0,0,0
12/16/20,New Buyers,Affiliate,Prospects,Impact Radius - Content,impact-radius-transaction,3725.864136,0,0
12/16/20,New Buyers,Affiliate,Prospects,Impact Radius - Default,impact-radius-transaction,1342.474415,0,0
12/16/20,New Buyers,PLA,Prospects,Google - Search - NonBrand,Google,4257.84,782459,8670
12/16/20,New Buyers,Search,Customers,Google - Search - Brand,Google,456.81,3391,1023
